PackageName$AppName
com.hihonor.android.honorsuite$手机助理
com.huawei.educenter$教育中心
com.huawei.hbm$智能短信插件
cn.honor.qinxuan$荣耀亲选
com.hihonor.detectrepair$智能检测
com.huawei.himovie$视频
com.hihonor.quickengine$快应,用引擎
com.jingdong.app.mall$京东
com.huawei.android.pushagent$推送服务
com.unionpay.tsmservice$银联可,信服务安全组件
org.dinorss.cndict$中华字典
com.eg.android.AlipayGphone$支付宝
com.youdao.note$有道云笔记
com.chinatelecom.bestpayclient$翼支付
com.aw.AppWererabbit$应用魔兔
com.videogo$萤石云视频
com.wk.keymapper$遥控助手
cn.dictcn.android.digitize.swg_xhzd_21003$新华字典
com.xiaomi.router$小米WiFi
com.xingin.xhs$小红书
com.taobao.idlefish$闲鱼
com.txmpay.csewallet$湘行一卡通
com.oray.sunlogin$向日葵远程控制
com.twitter.android$X
cn.wps.moffice_eng$WPS Office
com.snda.lantern.wifilocating$WiFi万能钥匙极速版
com.ruijie.wifim$WiFi魔盒
com.vrem.wifianalyzer$WiFiAnalyzer
com.sina.weibo$微博
com.dencreak.dlcalculator$万能计算器
net.he.networktoolt$网络工具(Network Tools)
com.tplink.tool$网络百宝箱
com.xojot.vrplayer$VR Media Player
com.vnet.tech$VNET
org.videolan.vlc$VLC
mark.via$Via
com.voyagerx.scanner$vFlat
cn.TuHu.android$途虎养车
me.ag2s.tts$TTS
com.tplink.cloudrouter$TP-LINK
youqu.android.todesk$ToDesk
pl.revanmj.toastsource$Toast Source
com.cn21.ecloud$天翼云盘
com.u2446200808.zab$天鹰
com.sharpregion.tapet$Tapet
com.knowyou.perception$泰尔网测
com.lastempirestudio.sqliteprime$SqlitePrime
com.tomminosoftware.sqliteeditor$SQLite编辑器
org.zwanoo.android.speedtest$Speedtest
io.spck$Spck Editor
com.orekie.search$搜索 Lite
com.Slack$Slack
com.madrabbit.simplicity$Simplicity
com.nasoft.socmark$手机性能排行
nathanhaze.com.videoediting$视频照片
com.smzdm.client.android$什么值得买
br.tiagohm.restler$Restler
com.kriskast.remotedb$RemoDB
com.rhmsoft.edit.pro$QuickEdit高级版
com.cnspeedtest.globalspeed$全球网测
com.tencent.mobileqq$QQ
com.farplace.qingzhuo$清浊
rafrobsystems.postgresclient$Postgres Client
org.telegram.plus$Plus
ua.com.streamsoft.pingtools$PingTools
com.xunmeng.pinduoduo$拼多多
com.pexels.app$Pexels
com.myprog.netscan$Network Scanner
com.snack.vr$MXVR
com.mxtech.videoplayer.ad$MX 播放器
cn.nr19.mbrowser$M浏览器
com.imibaby.client$米兔
com.xiaomi.smarthome$米家
com.harmony.meituan$美团
com.sankuai.meituan$美团
com.manmanbuy.bijia$慢慢买
cn.toside.music.mobile$LX Music
com.leavjenn.m3u8downloader$Lj 视频下载器
com.libuguanjia$礼簿管家
com.quark.browser$夸克
com.sonelli.juicessh$JuiceSSH
com.tuyware.jsongenie$Json Genie FREE
com.flyersoft.moonreaderp$静读天下专业版
com.jdcloud.mt.smartrouter$京东云无线宝
com.tmri.app.main$交管12123
cc.binmt.java2smali$Java2Smali
com.rtbasia.ipexplore$IP实验室
com.deishelon.lab.huaweithememanager$华为主题
com.hisense.ms.fly2tv$海信爱家
com.github.android$GitHub
cn.gov.tax.its$个人所得税
com.autonavi.minimap$高德地图
com.overlook.android.fing$Fing
org.fdroid.fdroid$F-Droid
cn.com.csbank$e钱庄
com.mtservice.encrypt_decrypt$Encrypt Tool
com.zhanhong.message$短信伪造器
com.sdu.didi.psnger$滴滴出行
vtechnotm.com.deviceid$Device ID
com.paprbit.dcoder$Dcoder
com.klim.dbdesigner$Database Designer
com.macrohard.tts$大声朗读
com.rhmsoft.code$代码编辑器
net.csdn.csdnplus$CSDN
com.github.kr328.clash$Clash for Android
make.more.r2d2.cellular_z$CellularZ
com.app.bluetoothremote$Bluetooth Remote
tv.danmaku.bili$哔哩哔哩
leoliang.unitpricecompare$比价易
net.ipip.traceroute$Best Trace
com.baidu.netdisk$百度网盘
com.baidu.input$百度输入法
org.autojs.autojs$Auto.js
com.xmader.aria_ng_gui_android$AriaNgGUI
net.zemna.android.applistbackup2$App List Backup
ru.maximoff.apktool$Apktool M
com.apkpure.aegon$APKPure
sk.styk.martin.apkanalyzer$Apk Analyzer
com.magicalstory.cleaner$安卓清理君
com.alicloud.databox$阿里云盘
net.imeihua.anzhuo$爱美化
com.github.standardadb$ADB
com.alez.abf$ABF
com.qiqi.hhvideo$555电影
io.nekohasekai.sagernet$SagerNet
ru.andr7e.deviceinfohw$Device Info HW
io.nekohasekai.sagernet.plugin.naive$Naïve Plugin
bin.mt.plus.canary$MT管理器
com.huawei.gamebox$游戏中心
org.mozilla.fenix$Firefox Nightly
com.taobao.taobao$淘宝
com.alibaba.android.rimet$钉钉
com.ss.android.ugc.aweme$抖音
com.hihonor.hiboard$负一屏
com.huawei.hidisk$云空间
com.hihonor.servicecenter$快服务中心
com.hihonor.android.pushagent$荣耀推送服务
com.hihonor.id$荣耀基础服务
com.microsoft.appmanager$连接至 Windows
com.huawei.music$华为音乐
com.hihonor.vmall$荣耀商城
com.hihonor.android.clone$换机克隆
com.huawei.lives$生活服务
com.hihonor.health$荣耀运动健康
com.huawei.wallet$华为钱包
com.huawei.android.thememanager$主题
com.huawei.android.hsf$HMS 服务框架
com.huawei.appmarket$应用市场
com.hihonor.assistant$YOYO 建议
com.hihonor.brain$智慧决策
com.hihonor.awareness$情景感知
com.hihonor.systemappsupdater$系统应用更新器
com.hihonor.aipluginengine$智慧助手 · 基础服务
com.hihonor.sceneservice$荣耀智慧空间基础服务
com.hihonor.search$荣耀搜索
com.hihonor.hncloud$荣耀数据同步
com.hihonor.phoneservice$我的荣耀
com.newmobiler.portal$系统服务
com.newmobiler.seed$安全组件
com.android.fingerprintres.overlay$com.android.fingerprintres.overlay
com.hihonor.securityserver$安全公共服务
com.baidu.input_hihonor$百度输入法荣耀版
com.hihonor.koBackup$备份
com.hihonor.notepad$笔记
com.android.apps.tag$标记
com.android.phone$拨号服务
com.hihonor.devicefinder$查找设备
com.hihonor.findmydevice$查找设备服务
com.android.providers.blockednumber$存储已屏蔽的号码
com.android.printspooler$打印处理服务
com.hihonor.maplib$地图服务
com.android.incallui$电话
com.hihonor.email$电子邮件
com.hihonor.pcassistant$多屏协同
com.hihonor.android.projectmenu$工程菜单
com.android.managedprovisioning$工作资料设置
com.hihonor.assetsync$关键资产同步
com.hihonor.assetsyncservice$关键资产同步管理服务
com.hihonor.HnMultiScreenShot$滚动截屏
com.hihonor.numberidentity$号码识别
com.android.dreams.basic$基本互动屏保
com.hihonor.calculator$计算器
com.hihonor.videoeditor$剪辑
com.hihonor.parentcontrol$健康使用手机
com.hihonor.virtualinput$键鼠共享
com.android.emergency$紧急信息
com.hihonor.mirror$镜子
com.hihonor.deviceauth$可信设备认证服务
com.hihonor.cooperatedconfig$快速登录
com.hihonor.linktowindowsservice$连接至Windows服务
com.hihonor.contacts$联系人
com.android.providers.contacts$联系人存储
com.hihonor.contacts.sync$联系人同步
com.hihonor.soundrecorder$录音机
com.hihonor.medialibrary$媒体信息库
com.hihonor.keychain$密码保险箱
com.android.keychain$密钥链
com.hihonor.printservice$默认打印服务
com.android.companiondevicemanager$配套设备管理器
com.bjbyhd.screenreader_huawei$屏幕朗读
com.hihonor.screenrecorder$屏幕录制
com.huawei.contentsensor$取词
com.hihonor.calendar$日历
com.android.providers.calendar$日历存储
com.hihonor.rcsserviceapplication$荣耀 RCS 服务
com.hihonor.android.instantshare$荣耀分享
com.honor.club$荣耀俱乐部
com.hihonor.wallet$荣耀卡包
com.hihonor.mediamaterial$荣耀媒体素材服务
com.hihonor.auto$荣耀智慧出行
com.hihonor.android.launcher$荣耀桌面
com.android.location.fused$融合定位
com.hihonor.searchservice$融合搜索服务
com.android.packageinstaller$软件包安装程序
com.hihonor.ouc$软件更新
com.hihonor.contactscamcard$扫名片
com.hihonor.iconnect$设备连接服务
com.hihonor.trustcircle$设备认证服务
com.android.settings$设置
com.android.providers.settings$设置存储
com.hihonor.deskclock$时钟
com.hihonor.collect$视频摘录
com.hihonor.motionservice$手势服务
com.android.inputdevices$输入设备
com.hihonor.nb.service$数据管理服务
com.huawei.hiskytone$天际通
com.huawei.skytone$天际通数据服务
com.hihonor.android.totemweather$天气
com.hihonor.bluetooth$通过蓝牙导入
com.android.providers.telephony$通话/信息存储
com.android.server.telecom$通话管理
com.hihonor.phone.recorder$通话录音
com.hihonor.desktop.explorer$投屏服务
com.hihonor.photos$图库
com.android.dreams.phototable$图片屏保程序
com.android.externalstorage$外部存储设备
com.android.networkstack.inprocess$网络管理器
com.hihonor.lbs$位置服务
com.android.documentsui$文件
com.hihonor.filemanager$文件管理
com.android.cellbroadcastreceiver$无线紧急警报
com.hihonor.android.airsharing$无线投屏
com.hihonor.aod$熄屏显示
com.hihonor.systemserver$系统服务
com.hihonor.devicemanager$系统管家
com.hihonor.systemmanager$系统管家服务
com.hihonor.desktop.systemui$系统界面
com.hihonor.regservice$系统消息
com.android.systemui$系统用户界面
com.android.providers.downloads$下载管理器
com.android.providers.downloads.ui$下载内容
com.hihonor.camera$相机
com.hihonor.mms$信息
com.hihonor.android.FloatTasks$悬浮导航
com.hihonor.audioaccessorymanager$音频产品管家
com.hihonor.imedia.sws$音频切换
com.hihonor.privatespace$隐私空间
com.hihonor.handoff$应用接续
com.huawei.gameassistant$应用助手
com.android.providers.userdictionary$用户词典
com.huawei.hicloud$云空间服务
com.hihonor.magazine$杂志锁屏
com.android.certinstaller$证书安装器
com.hihonor.trustspace$支付保护中心
com.hihonor.compass$指南针
com.hihonor.hndockbar$智慧多窗
com.hihonor.controlcenter$智慧互联控制中心
com.hihonor.magichome$智慧空间
com.huawei.hitouch$智慧识屏
com.huawei.scanner$智慧视觉
com.huawei.vassistant$智慧语音
com.hihonor.smartshot$智能截屏
com.hihonor.trustagent$智能解锁
com.hihonor.suggestion$智能提醒
com.baidu.swan$智能小程序
com.hihonor.android.remotecontroller$智能遥控
com.hihonor.msdp$综合传感信息处理平台
com.hihonor.airlink$AirLink
android$Android 系统
android.ext.shared$Android Shared Library
androidhnext$androidhnext
com.hihonor.android.AutoRegSms$AutoRegSms
com.android.bluetoothmidiservice$Bluetooth MIDI Service
vendor.qti.hardware.cacert.server$CACertApp
com.android.calllogbackup$Call Log Backup/Restore
com.android.captiveportallogin$CaptivePortalLogin
com.android.cellbroadcastservice$Cell Broadcast Service
com.qualcomm.qti.cne$CneApp
com.android.backupconfirm$com.android.backupconfirm
com.android.carrierconfig$com.android.carrierconfig
com.android.frameworkres.overlay$com.android.frameworkres.overlay
com.android.localtransport$com.android.localtransport
com.android.networkstack.overlay$com.android.networkstack.overlay
com.android.networkstack.tethering.overlay$com.android.networkstack.tethering.overlay
com.android.ons$com.android.ons
com.android.sharedstoragebackup$com.android.sharedstoragebackup
com.android.systemui.overlay$com.android.systemui.overlay
com.android.wallpaperbackup$com.android.wallpaperbackup
com.android.wallpapercropper$com.android.wallpapercropper
com.android.wifi.resources.overlay$com.android.wifi.resources.overlay
com.hihonor.hiviewpush$com.hihonor.hiviewpush.common.HiViewPushApplication
com.huawei.educenter.overlay$com.huawei.educenter.overlay
com.huawei.hff$com.huawei.hff
com.huawei.himovie.overlay$com.huawei.himovie.overlay
com.microsoftsdk.crossdeviceservicebroker$com.microsoftsdk.crossdeviceservicebroker
com.qti.dpmserviceapp$com.qti.dpmserviceapp
com.qualcomm.qcrilmsgtunnel$com.qualcomm.qcrilmsgtunnel
com.qualcomm.qti.telephonyservice$com.qualcomm.qti.telephonyservice
