PackageName$AppName
com.qualcomm.timeservice$com.qualcomm.timeservice
com.dts.dtsxultra$DTS:X Ultra
com.hihonor.hnasm$FIDO UAF ASM
com.hihonor.fido.uafclient$FIDO UAF Client
com.huawei.gamebox.overlay$GameBoxOverlay
com.hihonor.game.kitserver$GameKit
com.android.internal.systemui.navbar.gestural$Gestural Navigation Bar
com.hihonor.powergenie$HAware
com.huawei.hicar$HiCar智行
com.android.internal.systemui.navbar.hide$Hide Navigation Bar
com.sohu.sohuvideo.emplayer$HiMoviePlayerPlus
com.huawei.himovie.partner1$HiMoviePlayerPlus
com.huawei.himovie.partner2$HiMoviePlayerPlus
com.tencent.qqlivehuawei$HiMoviePlayerPlus
com.huawei.appgallery.overlay$HiSpaceOverlay
com.hihonor.hiview$hiview
com.hihonor.hiviewtunnel$HiViewTunnel
com.hihonor.android.hnaps$HnAps
com.hihonor.android.magicx.media.audioengine$HnAudioEngine
com.huawei.multimedia.audioengine$HnAudioKit
com.hihonor.behaviorauth$HnBehaviorAuth
com.hihonor.android.chr$HnChrService
com.hihonor.coauthservice$HnCoAuthService
com.hihonor.dmsdp$HnDMSDP
com.hihonor.easygo$HnEasyGo
com.hihonor.devicegroupmanage$HnGroupManager
com.hihonor.livewallpaper.paradise$HnLiveWallpaper
com.hihonor.hnmediagraph$hnmediagraph
com.hihonor.nearby$HnNearby
com.hihonor.hnpanpayservice$HnPanPayService
com.hihonor.securitypluginbase$HnSecurityPluginBase
com.hihonor.hnstartupguide$HnStartupGuide
com.hihonor.lens$HONOR Lens
com.android.htmlviewer$HTML 查看器
com.huawei.webview$Huawei WebView
com.hihonor.iaware$iAware
com.hihonor.android.instantonline$InstantOnline
com.android.statementservice$Intent Filter Verification Service
com.android.wallpaper.livepicker$Live Wallpaper Picker
com.qualcomm.location$LocationServices
com.hihonor.magicvoice$MagicVoice
com.hihonor.mmitest$MMITest
com.android.mms.service$MmsService
com.android.modulemetadata$Module Metadata
com.android.mtp$MTP 主机
com.android.nfc$NFC 服务
com.android.onetimeinitializer$One Time Init
org.codeaurora.ims$org.codeaurora.ims
com.android.pacprocessor$PacProcessor
com.android.printservice.recommendation$Print Service Recommendation Service
com.android.proxyhandler$ProxyHandler
com.qti.qcc$QCC
com.hihonor.remotepassword$RemotePassword
com.hihonor.secime$Secure IME
com.android.se$SecureElementService
com.hihonor.android.internal.app$Share
com.android.shell$Shell
com.hihonor.dsdscardmanager$SIM 卡管理
com.android.stk$SIM 卡应用
com.android.simappdialog$Sim App Dialog
com.hihonor.synergy$Synergy
com.hihonor.android.UEInfoCheck$UEInfoCheck
vendor.qti.iwlan$vendor.qti.iwlan
com.android.vpndialogs$VpnDialogs
com.huawei.wallet.sdk.walletsdk$WalletSDK
com.hihonor.android.wfdft$WLAN 直连
com.android.safetycenter.resources$安全中心资源
com.android.bluetooth$蓝牙
com.android.providers.media.module$媒体存储设备
com.android.permissioncontroller$权限控制器
com.android.wifi.resources$系统 WLAN 资源
com.android.connectivity.resources$系统网络连接资源
com.android.adservices.api$Android AdServices
android.ext.services$Android Services Library
com.android.cts.ctsshim$com.android.cts.ctsshim
com.android.cts.priv.ctsshim$com.android.cts.priv.ctsshim
com.android.ondevicepersonalization.services$com.android.ondevicepersonalization.services
com.android.sdksandbox$com.android.sdksandbox
com.android.wifi.dialog$com.android.wifi.dialog
com.android.hotspot2.osulogin$OsuLogin
com.android.uwb.resources$System UWB Resources
com.android.networkstack.tethering.inprocess$Tethering
